genus	root_og	n_clusters
Pseudomonas	COG2717	30
Erwinia	COG2915	18
Serratia	COG1595	61
Corynebacterium	2Z9ZE	4
Clostridioides	COG0322	17
Erwinia	COG2983	18
Streptococcus	COG4430	29
Yersinia	COG1830	22
Burkholderia	2ZTY5	46
Staphylococcus	COG0328	72
Yersinia	COG2345	24
Chromobacterium	COG1804	34
Erwinia	COG2050	41
Erwinia	COG0076	42
Pseudomonas	COG2161	72
Serratia	COG5564	12
Chromobacterium	COG4121	14
Vibrio	COG4337	18
Listeria	COG0050	40
Klebsiella	32STK	16
Acinetobacter	331KP	20
Salmonella	COG3120	4
Pseudomonas	COG1373	19
Streptococcus	COG0506	1
Francisella	COG0841	19
Klebsiella	COG4677	32
Burkholderia	31BSV	50
Neisseria	COG1682	37
Legionella	COG4341	11
Yersinia	COG3907	23
Klebsiella	COG1580	3
Burkholderia	30T65	4
Legionella	COG0402	18
Yersinia	COG3673	20
Pseudomonas	COG3247	22
Streptococcus	COG1562	9
Erwinia	COG4954	17
Pseudomonas	COG0727	68
Chromobacterium	COG2391	32
Chromobacterium	COG1686	28
Klebsiella	331AT	8
Salmonella	COG3315	3
Serratia	COG0728	10
Burkholderia	COG3533	43
Vibrio	33BQB	123
Vibrio	COG0706	149
Klebsiella	COG0822	48
Clostridioides	COG0420	10
Legionella	COG2948	87
Clostridioides	COG0240	12
Acinetobacter	COG3107	79
Yersinia	32YDA	20
Helicobacter	COG2887	15
Bacillus	COG0635	75
Neisseria	COG0378	6
Bacillus	COG3619	31
Legionella	COG3145	10
Chromobacterium	COG3027	14
Klebsiella	33MGC	14
Serratia	COG4804	13
Chromobacterium	COG2056	19
Serratia	COG3723	18
Proteus	COG3378	18
Salmonella	COG4387	33
Enterococcus	COG2996	20
Burkholderia	COG4256	50
Serratia	32VTH	10
Streptococcus	32TCH	9
Vibrio	COG3506	33
Legionella	COG1261	31
Salmonella	COG2148	23
Corynebacterium	COG3548	2
Klebsiella	COG0633	50
Klebsiella	30TGR	80
Yersinia	COG1444	29
Proteus	331AT	6
Listeria	COG0115	69
Burkholderia	32CYW	10
Enterococcus	COG0779	18
Vibrio	4QBMX	4
Burkholderia	3173P	30
Salmonella	COG3366	8
Enterococcus	COG0305	25
Klebsiella	2Z9PB	11
Vibrio	COG4336	12
Streptococcus	COG2021	31
Yersinia	COG3147	24
Salmonella	COG1944	12
Klebsiella	330C3	38
Yersinia	2Z9EC	17
Yersinia	2ZBJ1	35
Erwinia	COG1960	78
Proteus	COG2022	17
Proteus	COG1335	44
Bacillus	COG4091	12
Streptococcus	COG1560	3
Proteus	COG3755	30
Chromobacterium	COG2764	25
Mycobacterium	COG4849	10
Burkholderia	COG3531	22
Klebsiella	COG0796	36
Bacillus	COG3293	16
Proteus	COG1410	20
Listeria	COG4251	1
Mycobacterium	COG4928	48
Legionella	COG1686	33
Yersinia	2ZBAB	11
Proteus	COG3173	15
Klebsiella	33IMK	36
Klebsiella	2ZBKC	23
Proteus	COG0317	38
Salmonella	31UJN	4
Klebsiella	COG1035	26
Yersinia	COG1842	55
Corynebacterium	COG4264	27
Pseudomonas	COG0857	23
Erwinia	COG4678	3
Erwinia	2ZCGA	10
Klebsiella	COG4175	46
Listeria	2Z81U	6
Burkholderia	2Z8K0	24
Salmonella	30YCV	2
Helicobacter	COG1748	21
Bacillus	COG3826	2
Pseudomonas	338Q7	15
Clostridioides	COG1242	7
Serratia	30DH1	47
Vibrio	32S1T	1
Salmonella	COG3566	41
Serratia	COG0606	28
Pseudomonas	COG0239	36
Serratia	2ZSY3	11
Burkholderia	COG1286	50
Salmonella	330BI	6
Serratia	COG5489	13
Salmonella	COG0684	20
Serratia	COG2912	11
Salmonella	COG5620	6
Mycobacterium	COG1474	40
Salmonella	COG0249	28
Yersinia	COG3107	27
Klebsiella	COG4811	25
Chromobacterium	COG2609	15
Yersinia	336DQ	23
Corynebacterium	COG3609	23
Yersinia	COG3088	34
Yersinia	COG5430	90
Erwinia	COG3628	36
Klebsiella	COG5501	3
Streptococcus	COG1734	3
Listeria	COG5341	33
Erwinia	COG2829	18
Corynebacterium	COG3666	10
Bacillus	COG3208	77
Erwinia	COG5263	42
Burkholderia	COG0070	60
Chromobacterium	COG0860	23
Mycobacterium	COG2140	127
Salmonella	349JJ	1
Francisella	COG0816	10
Vibrio	COG4335	5
Corynebacterium	COG3470	2
Francisella	COG0492	13
Proteus	COG3776	13
Burkholderia	32BPK	7
Burkholderia	316V4	12
Mycobacterium	2Z7W8	11
Salmonella	2ZC55	7
Acinetobacter	COG5611	2
Helicobacter	COG1385	16
Serratia	COG3119	19
Neisseria	COG0429	57
Klebsiella	COG4682	30
Streptococcus	2Z7HX	1
Yersinia	COG4121	28
Bacillus	COG3183	34
Yersinia	32VVH	6
Yersinia	2ZAA2	3
Proteus	COG4221	23
Erwinia	32T4A	2
Serratia	COG0151	25
Pseudomonas	COG5434	16
Burkholderia	316DG	48
Burkholderia	32YVF	8
Proteus	COG1672	24
Enterococcus	COG2865	18
Campylobacter	COG1198	19
Mycobacterium	COG1806	1
Yersinia	COG1054	23
Clostridioides	COG1921	22
Burkholderia	COG2851	94
Pseudomonas	COG2314	22
Vibrio	COG5555	13
Burkholderia	2ZDYF	11
Erwinia	COG5635	21
Neisseria	COG3759	45
Corynebacterium	3172B	57
Corynebacterium	COG3204	22
Pseudomonas	COG1886	27
Pseudomonas	32WHD	3
Erwinia	COG3321	36
Klebsiella	COG3212	5
Klebsiella	COG0510	36
Erwinia	COG3267	11
Salmonella	COG1989	60
Pseudomonas	COG3439	5
Corynebacterium	COG3152	15
Yersinia	COG4456	22
Legionella	COG1273	26
Vibrio	COG2072	41
Pseudomonas	COG1418	11
Enterococcus	COG3179	1
Yersinia	COG2956	25
Yersinia	COG1749	64
Klebsiella	COG5626	2
Francisella	COG5004	4
Pseudomonas	32TGJ	7
Proteus	COG2303	13
Klebsiella	30C1N	45
Proteus	COG1924	14
Chromobacterium	COG1261	35
Proteus	32Y12	13
Legionella	COG1716	4
Salmonella	COG3165	6
Pseudomonas	COG0382	33
Klebsiella	COG3802	3
Clostridioides	COG1959	22
Serratia	337U1	20
Serratia	COG4775	12
Erwinia	COG0037	38
Corynebacterium	COG4292	14
Streptococcus	COG2509	3
Burkholderia	COG1416	12
Clostridioides	COG1408	19
Serratia	2ZSMJ	3
Serratia	COG0455	8
Chromobacterium	COG0286	48
Helicobacter	COG1651	12
Campylobacter	COG2830	11
Serratia	COG3276	20
Mycobacterium	COG3527	46
Listeria	COG1268	22
Vibrio	COG3422	46
Chromobacterium	COG4252	19
Acinetobacter	33A6Q	18
Staphylococcus	COG2382	66
Klebsiella	32XEB	23
Legionella	COG5579	27
Legionella	COG0550	41
Campylobacter	COG3383	15
Serratia	COG0115	25
Acinetobacter	33FIP	21
Helicobacter	COG0608	33
Serratia	COG0806	10
Staphylococcus	COG1275	46
Yersinia	COG3691	25
Erwinia	COG0797	17
Burkholderia	2ZQ15	6
Chromobacterium	COG3308	14
Streptococcus	COG2132	25
Burkholderia	33AWQ	16
Enterococcus	COG0076	28
Enterococcus	COG0639	25
Erwinia	COG3081	22
Pseudomonas	32YY1	12
Salmonella	COG3145	12
Streptococcus	arCOG03165	1
Chromobacterium	COG2138	8
Pseudomonas	3088R	11
Erwinia	COG3164	25
Yersinia	COG1802	17
Enterococcus	COG1277	48
Clostridioides	COG1451	15
Listeria	COG4637	19
Staphylococcus	COG3664	31
Proteus	COG3785	14
Yersinia	COG5606	36
Erwinia	COG3047	16
Streptococcus	COG3238	4
Klebsiella	COG3600	55
Staphylococcus	3301A	1
Proteus	COG4457	12
Neisseria	COG4549	12
Serratia	COG2866	10
Clostridioides	COG1295	9
Yersinia	COG3182	15
Legionella	COG2234	55
Neisseria	COG3514	7
Legionella	COG3911	57
Proteus	COG0212	13
Serratia	COG5185	18
Streptococcus	COG1208	21
Mycobacterium	COG3422	20
Yersinia	2Z87T	19
Yersinia	COG2222	17
Klebsiella	3329W	23
Enterococcus	COG1177	32
Listeria	COG4864	22
Listeria	COG3969	41
Chromobacterium	COG0521	16
Pseudomonas	339F9	15
Burkholderia	32STJ	31
Bacillus	COG1226	41
Proteus	COG0209	35
Acinetobacter	COG4676	39
Neisseria	COG5263	12
Chromobacterium	COG0604	59
Salmonella	COG3089	7
Mycobacterium	COG1431	6
Proteus	COG4807	13
Yersinia	COG3723	12
Klebsiella	COG1748	5
Burkholderia	COG0594	82
Bacillus	COG1804	14
Pseudomonas	COG1410	32
Salmonella	COG3655	8
Klebsiella	32UUC	41
Enterococcus	COG2320	12
Chromobacterium	33ET7	4
Enterococcus	COG0148	23
Chromobacterium	COG3319	59
Pseudomonas	COG3086	16
Salmonella	COG0778	40
Neisseria	COG3145	31
Bacillus	32T4A	1
Corynebacterium	COG4968	1
Pseudomonas	33IWX	3
Klebsiella	2ZAGZ	17
Listeria	COG0695	11
Proteus	COG3470	11
Pseudomonas	COG4333	7
Klebsiella	COG0076	55
Legionella	COG2337	21
Klebsiella	COG2513	35
Klebsiella	COG2312	12
Pseudomonas	2ZNW0	23
Serratia	2ZBV4	11
Burkholderia	33N71	11
Francisella	COG1393	26
Klebsiella	33H24	34
Pseudomonas	COG1801	35
Enterococcus	COG1141	16
Bacillus	COG0521	32
Enterococcus	COG2081	23
Chromobacterium	COG2910	14
Salmonella	COG5483	5
Salmonella	COG2311	15
Staphylococcus	COG1677	1
Bacillus	COG4118	1
Legionella	COG0327	31
Campylobacter	COG1189	14
Helicobacter	COG1700	8
Streptococcus	COG3549	29
Listeria	COG2259	4
Chromobacterium	COG3411	22
Serratia	COG5534	21
Bacillus	32ZX9	1
Francisella	COG0365	13
Pseudomonas	COG2018	14
Mycobacterium	32SHV	73
Erwinia	COG1524	10
Neisseria	COG4886	30
Yersinia	COG3523	107
Listeria	COG0615	30
Vibrio	2Z86F	6
Serratia	COG2908	13
Clostridioides	COG5483	10
Klebsiella	COG3063	22
Chromobacterium	2Z8IE	7
Burkholderia	349BV	12
Salmonella	COG2027	9
Vibrio	COG2510	17
Acinetobacter	336VF	23
Listeria	COG1435	21
Campylobacter	COG0486	16
Klebsiella	4QHDG	21
Corynebacterium	2Z9J4	2
Streptococcus	COG1022	8
Pseudomonas	COG0182	19
Proteus	COG3740	44
Listeria	COG2887	42
Chromobacterium	32QJE	5
Erwinia	COG3001	26
Burkholderia	COG1474	92
Serratia	COG2253	8
Francisella	COG0346	25
Listeria	COG0617	26
Proteus	COG4461	4
Chromobacterium	COG1485	22
Pseudomonas	COG5368	3
Mycobacterium	COG1237	7
Clostridioides	COG1354	9
Yersinia	COG2832	19
Pseudomonas	COG1205	61
Vibrio	32S9M	104
Pseudomonas	COG2020	30
Erwinia	331MN	10
Pseudomonas	COG1225	27
Streptococcus	2ZA3J	14
Campylobacter	COG1866	20
Proteus	COG2732	17
Streptococcus	COG2038	30
Pseudomonas	COG4960	16
Serratia	COG3208	23
Pseudomonas	336H4	11
Enterococcus	COG3476	4
Klebsiella	2Z9ZM	25
Salmonella	COG2222	34
Neisseria	COG1082	10
Francisella	COG2431	9
Salmonella	COG1032	13
Vibrio	COG4244	6
Acinetobacter	COG4954	21
Corynebacterium	COG2175	24
Yersinia	2ZABB	7
Pseudomonas	COG2166	19
Legionella	COG5507	9
Corynebacterium	COG2041	32
Pseudomonas	COG5496	2
Acinetobacter	2ZC4M	28
Yersinia	COG0043	31
Serratia	COG5614	17
Erwinia	COG0303	18
Erwinia	30C5P	3
Salmonella	COG2042	10
Listeria	COG2141	35
Listeria	COG0253	22
Salmonella	COG1397	25
Pseudomonas	2Z91Y	10
Burkholderia	2ZK76	2
Yersinia	COG1672	29
Legionella	COG0249	33
Chromobacterium	COG0340	16
Chromobacterium	COG2366	9
Acinetobacter	33FJ9	41
Listeria	COG0574	59
Proteus	COG1971	14
Chromobacterium	2Z7VT	3
Enterococcus	COG2183	23
Chromobacterium	COG3178	14
Salmonella	33HE6	2
Klebsiella	COG2904	20
Bacillus	COG2924	1
Vibrio	31TIF	33
Mycobacterium	COG0729	4
Pseudomonas	COG1082	51
Yersinia	COG4568	24
Vibrio	334J3	24
Yersinia	COG4099	8
Klebsiella	31RXH	26
Bacillus	COG3545	11
Yersinia	COG3837	16
Chromobacterium	COG3616	8
Erwinia	COG0790	11
Francisella	COG4261	5
Erwinia	COG0468	23
Burkholderia	2ZEX8	1
Acinetobacter	COG3449	36
Helicobacter	COG2184	35
Enterococcus	COG1399	16
Serratia	COG3021	14
Bacillus	COG2959	34
Salmonella	COG0824	14
Erwinia	COG2914	18
Acinetobacter	COG4927	8
Neisseria	COG0322	80
Salmonella	COG5010	4
Legionella	COG1078	10
Pseudomonas	32S46	15
Enterococcus	COG3620	45
Legionella	COG0237	31
Burkholderia	2ZADY	7
Klebsiella	COG3861	5
Clostridioides	COG2076	13
Serratia	COG1708	43
Erwinia	4QAK6	14
Francisella	COG3038	21
Salmonella	32TP3	13
Yersinia	32YF6	6
Francisella	COG2039	9
Serratia	COG0229	19
Proteus	COG4635	13
Chromobacterium	COG0458	19
Francisella	COG1621	21
Pseudomonas	2ZNGJ	18
Serratia	COG1660	16
Mycobacterium	32S5F	5
Erwinia	COG1637	9
Vibrio	32VE3	3
Neisseria	COG2991	44
Proteus	COG1722	13
Legionella	COG2042	28
Streptococcus	COG3315	29
Yersinia	COG2923	24
Serratia	COG1496	27
Helicobacter	COG0352	35
Francisella	COG0574	17
Yersinia	COG3089	23
Listeria	COG2353	20
Clostridioides	COG2049	8
Klebsiella	32RZ4	22
Serratia	COG5654	1
Mycobacterium	COG3220	34
Proteus	COG2854	13
Enterococcus	COG2085	1
Chromobacterium	COG2022	16
Erwinia	32V1M	18
Pseudomonas	COG4551	11
Staphylococcus	COG3718	21
Enterococcus	COG0125	20
Pseudomonas	31BX8	4
Neisseria	COG2707	39
Helicobacter	COG2067	16
Legionella	333WS	17
Helicobacter	4QAK6	3
Acinetobacter	337UM	1
Chromobacterium	COG2902	14
Proteus	32UJG	7
Serratia	COG0486	13
Burkholderia	316RP	1
Proteus	COG4666	15
Erwinia	336K1	28
Clostridioides	COG2909	9
Neisseria	COG2829	65
Listeria	COG0599	23
Serratia	COG3563	3
Neisseria	COG1359	68
Legionella	COG2203	64
Listeria	COG2842	14
Erwinia	COG4701	15
Erwinia	COG0224	18
Erwinia	COG3787	12
Vibrio	32ZS2	44
Clostridioides	COG0325	10
Vibrio	COG3853	40
Klebsiella	COG4907	16
Burkholderia	COG3394	53
Staphylococcus	COG2085	9
Francisella	COG2945	9
Acinetobacter	COG2064	13
Acinetobacter	COG1725	9
Salmonella	COG4372	88
Klebsiella	COG3417	23
Acinetobacter	32Y65	7
Salmonella	COG3126	8
Erwinia	COG0647	16
Chromobacterium	COG3521	26
Vibrio	COG2768	15
Serratia	COG0265	65
Klebsiella	COG4238	39
Campylobacter	COG0043	19
Pseudomonas	COG1636	4
Serratia	COG1275	6
Erwinia	COG1929	23
Klebsiella	4QHG0	43
Serratia	COG1179	13
Pseudomonas	COG0146	18
Clostridioides	COG0634	16
Erwinia	32Z18	14
Serratia	31VID	6
Burkholderia	2ZCD6	22
Klebsiella	318D9	19
Legionella	COG3832	5
Burkholderia	COG2442	23
Serratia	COG0848	35
Burkholderia	COG1916	13
Enterococcus	COG1209	25
Burkholderia	COG3800	1
Acinetobacter	COG2706	34
Acinetobacter	2ZAMX	33
Proteus	COG0077	20
Campylobacter	COG3417	14
Burkholderia	32X9E	3
Yersinia	COG1934	24
Proteus	2ZB6Z	3
Listeria	COG3803	1
Proteus	COG5645	13
Enterococcus	COG0340	18
Burkholderia	COG3228	51
Legionella	COG4260	19
Salmonella	COG1536	11
Mycobacterium	COG4453	103
Serratia	COG0639	39
Francisella	COG2363	10
Yersinia	COG3530	23
Chromobacterium	COG3318	28
Enterococcus	COG0816	16
Pseudomonas	318D9	1
Proteus	COG0568	56
Pseudomonas	COG2246	25
Erwinia	COG1397	7
Erwinia	33HYD	6
Pseudomonas	33NMY	8
Salmonella	2Z91Y	7
Campylobacter	COG1131	21
Salmonella	COG1186	28
Chromobacterium	COG1204	12
Proteus	COG4551	11
Campylobacter	COG0767	15
Vibrio	32Z94	3
Salmonella	COG2956	11
Streptococcus	COG2230	20
Clostridioides	COG0484	21
Burkholderia	32Y10	39
Campylobacter	COG4591	14
Burkholderia	COG0716	46
Mycobacterium	COG4627	17
Vibrio	COG4811	2
Erwinia	COG1540	32
Serratia	COG4290	10
Erwinia	31AM7	17
Serratia	COG4667	10
Listeria	33IHN	6
Erwinia	333QN	2
Clostridioides	COG1971	8
Neisseria	COG0079	62
Enterococcus	2ZC2W	4
Erwinia	COG0492	23
Burkholderia	COG5496	23
Vibrio	33E8X	21
Francisella	COG3210	4
Clostridioides	COG0790	15
Acinetobacter	3036R	19
Burkholderia	32VS3	6
Burkholderia	2ZUHQ	2
Serratia	2ZCDZ	8
Burkholderia	32ZT4	2
Salmonella	COG2766	16
Yersinia	COG4223	6
Helicobacter	COG0793	16
Francisella	COG0132	10
Mycobacterium	COG1100	49
Acinetobacter	33262	21
Vibrio	COG4085	39
Chromobacterium	COG0523	33
Erwinia	COG1179	18
Mycobacterium	COG4783	2
Salmonella	COG3112	9
Yersinia	COG3045	23
Pseudomonas	2Z7PS	54
Streptococcus	COG1305	16
Chromobacterium	COG3171	16
Yersinia	COG0693	39
Chromobacterium	COG0018	15
Acinetobacter	COG3437	14
Burkholderia	33BB5	4
Listeria	COG0547	24
Neisseria	COG1669	7
Serratia	COG2114	11
Salmonella	COG0428	13
Salmonella	COG4941	3
Neisseria	COG3117	56
Proteus	COG2853	14
Pseudomonas	COG3911	23
Erwinia	COG0283	22
Yersinia	COG4585	8
Erwinia	COG3355	1
Bacillus	COG4219	9
Klebsiella	32IFT	2
Proteus	COG2956	18
Neisseria	COG4706	39
Burkholderia	COG3150	50
Acinetobacter	2ZKFM	11
Klebsiella	COG3011	6
Francisella	COG0317	24
Corynebacterium	COG4679	8
Campylobacter	COG0776	17
Clostridioides	COG0399	16
Chromobacterium	COG0079	36
Acinetobacter	2Z9VP	3
Pseudomonas	COG3147	30
Pseudomonas	2Z8PV	22
Streptococcus	COG1858	1
Neisseria	COG3517	52
Erwinia	316V4	18
Mycobacterium	COG2204	32
Serratia	COG2755	63
Burkholderia	315BR	5
Listeria	COG3607	24
Erwinia	COG4683	11
Proteus	COG1553	29
Neisseria	3302Q	1
Pseudomonas	31HNJ	13
Chromobacterium	33CSP	5
Proteus	COG0653	15
Proteus	COG3520	22
Chromobacterium	331X4	9
Neisseria	COG3216	18
Neisseria	COG1929	26
Acinetobacter	32XS6	4
Vibrio	COG2021	34
Campylobacter	COG0112	17
Mycobacterium	COG1317	10
Vibrio	COG4314	9
Pseudomonas	32JG6	8
Legionella	COG1328	14
Proteus	COG0754	30
Yersinia	COG2377	32
Mycobacterium	33131	10
Erwinia	COG1418	20
Erwinia	COG2301	6
Burkholderia	3319W	8
Salmonella	COG0700	6
Salmonella	COG0602	21
Salmonella	30SRQ	1
Salmonella	COG3288	22
Klebsiella	32UDU	1
Pseudomonas	COG1042	42
Serratia	COG0543	15
Pseudomonas	32ZIW	28
Serratia	COG3740	23
Listeria	COG3966	26
Klebsiella	COG3076	24
Klebsiella	COG5321	8
Acinetobacter	COG3650	13
Campylobacter	COG1077	15
Pseudomonas	COG5653	18
Listeria	COG1272	23
Yersinia	COG3161	26
Enterococcus	COG1442	11
Erwinia	COG4269	9
Legionella	COG1442	2
Campylobacter	COG1974	20
Proteus	COG3788	13
Campylobacter	COG0537	43
Campylobacter	COG4589	14
Corynebacterium	COG3027	1
Francisella	COG0834	12
Bacillus	COG1957	23
Yersinia	COG3683	23
Serratia	COG2966	10
Legionella	COG2982	12
Salmonella	COG0586	40
Burkholderia	30Q7D	18
Bacillus	COG1359	55
Salmonella	COG3009	7
Proteus	2ZUHQ	2
Serratia	COG1045	20
Bacillus	COG3508	2
Klebsiella	2ZQX5	22
Chromobacterium	COG2907	12
Neisseria	COG3938	18
Mycobacterium	2Z7S9	3
Pseudomonas	COG3708	16
Acinetobacter	32NM5	4
Erwinia	2Z7VT	3
Proteus	COG1434	27
Legionella	316V4	13
Vibrio	COG0647	45
Erwinia	COG1579	2
Salmonella	COG0156	46
Yersinia	COG3484	13
Francisella	COG3325	28
Francisella	COG1598	3
Clostridioides	COG2120	31
Erwinia	COG1426	27
Salmonella	32TCM	1
Salmonella	33KXG	1
Klebsiella	COG3618	34
Chromobacterium	2ZADV	4
Vibrio	31TY8	3
Chromobacterium	3303I	7
Serratia	COG3819	14
Bacillus	COG4469	42
Acinetobacter	2Z8HX	25
Staphylococcus	COG3070	35
Proteus	COG2353	27
Acinetobacter	335BJ	51
Serratia	COG3397	19
Campylobacter	COG0758	19
Klebsiella	COG2104	32
Neisseria	COG2961	53
Chromobacterium	COG0846	37
Vibrio	COG3914	17
Klebsiella	COG2357	84
Klebsiella	33C46	30
Vibrio	32VMJ	6
Serratia	COG3792	26
Serratia	COG2923	13
Clostridioides	COG2183	16
Chromobacterium	COG2148	30
Yersinia	323TK	2
Klebsiella	COG0177	40
Proteus	COG0220	14
Chromobacterium	COG4967	32
Klebsiella	334X9	1
Pseudomonas	3309K	10
Neisseria	COG3738	21
Acinetobacter	2ZCDZ	12
Staphylococcus	COG2110	42
Helicobacter	COG0484	33
Bacillus	COG1062	16
Corynebacterium	COG5343	59
Bacillus	COG4104	16
Proteus	COG2130	5
Bacillus	COG1208	25
Chromobacterium	334F4	12
Streptococcus	COG2055	7
Salmonella	COG5314	53
Vibrio	3165Z	6
Pseudomonas	31CHW	1
Pseudomonas	COG3136	9
Legionella	COG1099	11
Chromobacterium	COG3418	14
Erwinia	COG0612	24
Serratia	COG1539	20
Pseudomonas	33AWQ	1
Enterococcus	32RV5	2
Listeria	COG2270	25
Serratia	32W9M	10
Listeria	COG0183	29
Enterococcus	COG1744	25
Corynebacterium	COG4570	27
Streptococcus	COG2272	33
Staphylococcus	COG3829	10
Erwinia	COG3092	18
Proteus	COG1804	28
Yersinia	COG3350	21
Salmonella	COG2272	18
Klebsiella	2ZC4T	10
Francisella	COG0513	27
Campylobacter	COG1275	15
Salmonella	COG1652	16
Pseudomonas	COG1273	33
Proteus	33JKE	7
Klebsiella	3378H	18
Mycobacterium	COG4603	8
Enterococcus	COG4262	4
Yersinia	31IJS	1
Yersinia	COG3228	24
Listeria	COG2198	19
Erwinia	COG1801	20
Enterococcus	COG1989	25
Campylobacter	COG0630	30
Pseudomonas	32XX3	1
Bacillus	COG1944	36
Salmonella	2ZCFR	2
Klebsiella	3301A	22
Proteus	COG2268	18
Erwinia	COG4861	5
Serratia	330UM	5
Enterococcus	COG4253	2
Serratia	COG3963	10
Serratia	COG2350	25
Burkholderia	COG3850	106
Yersinia	2Z7NC	7
Acinetobacter	2Z9QP	18
Yersinia	COG4991	23
Chromobacterium	COG1493	14
Serratia	COG0767	17
Pseudomonas	COG4679	20
Salmonella	COG5463	9
Bacillus	COG3613	35
Helicobacter	COG2963	4
Neisseria	COG5614	5
Enterococcus	COG0525	22
Bacillus	COG0327	34
Mycobacterium	32SB1	39
Enterococcus	COG2452	4
Salmonella	32XGT	2
Vibrio	COG4936	10
Pseudomonas	2ZDSY	11
Mycobacterium	COG3979	5
Pseudomonas	31TSS	4
Salmonella	COG1600	13
Enterococcus	32ZQZ	1
Proteus	COG3276	19
Neisseria	COG2318	1
Chromobacterium	COG0529	9
Acinetobacter	2Z9DE	15
Proteus	32ZBU	2
Mycobacterium	2Z7VT	15
Pseudomonas	32RTU	2
Helicobacter	COG1807	12
Proteus	30CTH	4
Acinetobacter	COG3568	35
Salmonella	COG2081	17
Erwinia	COG1092	40
Acinetobacter	33DZB	3
Burkholderia	339TE	12
Yersinia	COG0591	39
Serratia	3380H	17
Yersinia	COG0435	25
Legionella	COG2313	28
Legionella	331W9	15
Proteus	328Y8	1
Burkholderia	COG5379	3
Salmonella	COG2353	22
Salmonella	COG5377	11
Streptococcus	COG1974	34
Klebsiella	COG2919	21
Chromobacterium	COG3135	14
Vibrio	COG3864	8
Pseudomonas	COG4416	1
Burkholderia	COG3792	1
Mycobacterium	COG2348	6
Bacillus	COG2972	71
Pseudomonas	33CTG	2
Klebsiella	COG0817	29
Salmonella	COG0670	28
Pseudomonas	COG0585	19
Vibrio	COG4704	12
Yersinia	COG2086	5
Bacillus	COG3837	8
Erwinia	COG4694	10
Vibrio	333TD	13
Listeria	319M2	19
Francisella	COG0026	12
Klebsiella	33U1X	24
Helicobacter	COG0161	16
Bacillus	COG0559	12
Salmonella	COG3291	1
Chromobacterium	COG4589	8
Streptococcus	2Z9QP	17
Yersinia	32YGZ	17
Serratia	COG3037	25
Bacillus	COG2855	17
Chromobacterium	COG3644	3
Pseudomonas	31N7W	3
Enterococcus	31QWG	1
Klebsiella	32Z43	24
Burkholderia	COG4735	35
Corynebacterium	COG4638	62
Acinetobacter	COG1578	9
Klebsiella	325YT	20
Vibrio	333RB	17
Klebsiella	COG3693	11
Serratia	COG1075	11
Streptococcus	COG3394	16
Acinetobacter	COG5263	2
Chromobacterium	COG4582	15
Vibrio	COG3973	33
Salmonella	COG2854	7
Enterococcus	COG4175	21
Serratia	COG2957	15
Vibrio	2ZB5X	15
Proteus	COG3911	13
Campylobacter	COG4122	12
Burkholderia	COG2361	23
Erwinia	COG1678	20
Mycobacterium	COG4575	2
Francisella	COG4637	15
Legionella	COG5295	3
Salmonella	COG1742	8
Klebsiella	32XK7	7
Serratia	334GX	20
Bacillus	COG1397	22
Klebsiella	32XDF	4
Pseudomonas	COG0287	16
Erwinia	COG1718	7
Pseudomonas	2Z9UX	3
Salmonella	COG3683	5
Pseudomonas	3325E	6
Neisseria	COG5487	32
Acinetobacter	33B8F	1
Salmonella	COG1040	32
Bacillus	COG1937	66
Vibrio	33P3D	8
Pseudomonas	33JFM	14
Campylobacter	COG3787	11
Chromobacterium	32Z85	4
Pseudomonas	COG2137	16
Pseudomonas	COG4618	36
Clostridioides	COG2064	12
Enterococcus	COG2513	14
Bacillus	COG3451	21
Erwinia	COG0819	23
Pseudomonas	31FYR	5
Vibrio	2ZAXA	4
Salmonella	32YRW	7
Klebsiella	COG2957	5
Burkholderia	2ZQV2	24
Serratia	COG1984	41
Klebsiella	COG4095	10
Legionella	COG2919	30
Klebsiella	33DK8	9
Salmonella	2Z9DS	3
Neisseria	COG2703	7
Acinetobacter	32YT2	2
Burkholderia	COG0802	50
Klebsiella	COG0807	30
Proteus	COG0718	13
Salmonella	COG2265	45
Legionella	COG3951	24
Yersinia	COG3137	24
Campylobacter	COG3959	9
Klebsiella	COG2372	44
Burkholderia	2ZX4F	29
Clostridioides	COG0846	20
Proteus	2ZA3J	3
Campylobacter	COG0715	21
Erwinia	2Z7NB	12
Klebsiella	COG3548	3
Serratia	COG3449	20
Legionella	COG0630	18
Clostridioides	COG0229	10
Proteus	COG5534	5
Enterococcus	COG0262	43
Yersinia	330TD	8
Enterococcus	COG4843	16
Salmonella	COG3628	59
Erwinia	COG3437	2
Clostridioides	COG0525	14
Streptococcus	COG5362	4
Yersinia	32S46	24
Francisella	COG0340	23
Vibrio	32TX4	47
Corynebacterium	COG3449	5
Acinetobacter	COG1503	12
Mycobacterium	COG2091	8
Serratia	2Z7SR	12
Streptococcus	31PM5	1
Klebsiella	COG1619	39
Erwinia	COG3382	11
Neisseria	COG2606	53
Campylobacter	COG0521	14
Francisella	COG0385	13
Burkholderia	2ZFYH	56
Erwinia	COG0449	20
Burkholderia	32VZT	23
Klebsiella	2ZHII	7
Pseudomonas	31CR0	1
Bacillus	COG3266	15
Erwinia	32VGR	1
Pseudomonas	3430C	1
Klebsiella	30ZXQ	15
Legionella	COG1268	2
Yersinia	32RPY	2
